Unnamed: 0,Text,Tags
688,"What is ANFI in sentence: Preprocessing of the fMRI ' s was accomplished using ANFI and FSL tools [18,19] .",3
689,"What is FSL in sentence: Preprocessing of the fMRI ' s was accomplished using ANFI and FSL tools [18,19] .",3
690,"What is AFNI in sentence: The fMRI images were slice - timing and motion - corrected , both using AFNI tools .",3
691,"What is FreeSurfer in sentence: Rather , the FreeSurfer ROIs were registered to the fMRI image for each subject separately , and then used to define connectivity .",3
692,"What is FreeSurfer in sentence: After registration of the FreeSurfer segmentation to the diffusion image space , which required up - sampling of the data , two regions of one subject in the RSS study did not have any voxels remaining .",3
693,"What is FreeSurfer in sentence: In the RSS data , after registration and down - sampling of the FreeSurfer atlas to the fMRI - space , in two regions of one subject no voxels survived the down - sampling ( the left entorhinal cortex and the right temporal pole ) .",3
694,"What is FreeSurfer in sentence: Only subjects who had DWI , fMRI and pre - computed FreeSurfer segmentations were included .",3
695,What is Matlab in sentence: We can employ some kind of computer software such as Matlab to carry out the mathematical experiments .,11
696,What is GENEMAPPER in sentence: Amplified DNA was analyzed for length variations on an ABI 3700 sequencer using GENEMAPPER 4.0 ( Applied Biosystems ) .,3
697,What is BIOEDIT in sentence: Mitochondrial and nuclear DNA analysis : Sequences were aligned in BIOEDIT 7.0.9.0 [32] using the ClustalW algorithm .,3
698,What is ARLEQUIN in sentence: Haplotypes were identified using ARLEQUIN 3.11 [33] .,3
699,"What is PHASE in sentence: For nuclear sequences , two alignments were created : first , heterozygous sites were coded using the IUPAC ambiguity codes ( unphased dataset ) ; and second , gametic phases of nuclear sequences were inferred using the Bayesian algorithm implemented in PHASE 2.1 [34] ( phased dataset ) .",3
700,What is SPLITSTREE in sentence: Recombination in our nuclear genes was tested using the PHI test implemented in SPLITSTREE 4.11.3 [35] and the tree - based SBP and GARD methods [36] implemented online via the Datamonkey webserver [37] .,3
701,What is Datamonkey in sentence: Recombination in our nuclear genes was tested using the PHI test implemented in SPLITSTREE 4.11.3 [35] and the tree - based SBP and GARD methods [36] implemented online via the Datamonkey webserver [37] .,3
702,What is MODELTEST in sentence: The most suitable model of DNA substitution for each locus and dataset was determined using MODELTEST 3.0 [38] according to the Akaike Information Criterion ( AIC ) .,3
703,What is PhyML in sentence: PhyML 3.0 [39] was used to perform ML analyses with default parameters as starting values .,3
704,What is MRBAYES in sentence: Bayesian analyses were performed with MRBAYES 3.1.1 . [40] .,3
705,What is PAUP in sentence: A 50 % Majority - rule consensus tree was generated in PAUP 4.0b 10 [41] .,3
706,What is NETWORK in sentence: Median joining networks were performed with NETWORK 4.5.1.6 [42] to explore relationships among haplotypes for the mitochondrial ( cytb / COI ) and nuclear ( bfibr / G6pd ) datasets .,3
707,What is ARLEQUIN in sentence: Genetic diversity and population differentiation : Haplotype ( h ) and nucleotide ( π ) diversities of the main lineages identified by phylogenetic analysis were estimated for the four loci independently using ARLEQUIN .,3
708,What is GENEPOP in sentence: Tables of nuclear allele frequency were computed with GENEPOP 4.0.11 [43] and frequency differences ( genic differentiation ) were tested for each nuclear locus and across all nuclear loci for all pairs of lineages containing more than three individuals with GENEPOP .,3
709,What is GENEPOP in sentence: Tables of nuclear allele frequency were computed with GENEPOP 4.0.11 [43] and frequency differences ( genic differentiation ) were tested for each nuclear locus and across all nuclear loci for all pairs of lineages containing more than three individuals with GENEPOP .,3
710,What is MEGA in sentence: The net genetic distance between lineages was computed in MEGA 4.1 [44] under the Kimura two parameters ( K2P model ) for the cytb dataset .,3
711,What is ARLEQUIN in sentence: Genetic differentiation among lineages containing more than three individuals was quantified by computing pairwise differentiation Φ ST for the mitochondrial dataset and FST for the nuclear dataset using ARLEQUIN .,3
712,What is ARLEQUIN in sentence: A Mantel ' s test performed in ARLEQUIN on mitochondrial and nuclear datasets independently was used to assess the hypothesis of isolation by distance ( IBD ) among the four groups of populations by comparing pairwise geographic distance ( log transformed ) with pairwise ( FST / [ 1 − FST ] ) .,3
713,"What is BEAST in sentence: Divergence times of L . neilli and L . edwardsi , and of the main lineages of L . neilli ( approximation of the time to the most recent common ancestor - TMRCA [45] , ) , were estimated using Bayesian inference , as implemented in the program BEAST 1.6.1 [46] on the cytb dataset .",3
714,"What is MODELTEST in sentence: Analyses were performed under the TN 93 + G substitution model ( previously estimated by MODELTEST ) , a strict molecular clock and a constant size coalescent population model .",3
715,What is TRACER in sentence: Convergence of the chains to the stationary distribution was checked using TRACER 1.5 [54] .,3
716,What is BEAST in sentence: All BEAST computations were performed on the computational resource Bioportal at the University of Oslo ( http://www.bioportal.uio.no ) .,3
717,What is Bioportal in sentence: All BEAST computations were performed on the computational resource Bioportal at the University of Oslo ( http://www.bioportal.uio.no ) .,3
718,What is ARLEQUIN in sentence: Genetic diversity was assessed by calculating expected ( He ) and observed ( Ho ) heterozygosities with ARLEQUIN and confirmation of Hardy - Weinberg equilibrium ( HWE ) was tested using GENEPOP for each locus separately and over all loci for each sampling site .,3
719,What is GENEPOP in sentence: Genetic diversity was assessed by calculating expected ( He ) and observed ( Ho ) heterozygosities with ARLEQUIN and confirmation of Hardy - Weinberg equilibrium ( HWE ) was tested using GENEPOP for each locus separately and over all loci for each sampling site .,3
720,What is FSTAT in sentence: The allelic richness ( AR ) was calculated using the rarefaction procedure implemented in FSTAT 2.9.3.2 [55] .,3
721,What is FSTAT in sentence: Multi - locus Fis was calculated for each population and adjusted for multiple tests using a Bonferroni ' s correction with FSTAT .,3
722,What is FREENA in sentence: The proportion of null alleles ( NA ) at each locus and for each population was estimated with FREENA [56] and genotypes were corrected using MICRO - CHECKER 2.2.3 [57] .,3
723,What is MICRO - CHECKER in sentence: The proportion of null alleles ( NA ) at each locus and for each population was estimated with FREENA [56] and genotypes were corrected using MICRO - CHECKER 2.2.3 [57] .,3
724,What is GENEPOP in sentence: Tests for linkage disequilibrium between loci for each sampling site were performed with GENEPOP .,3
725,What is STRUCTURE in sentence: STRUCTURE 2.3.1 [58] was used to infer the number of populations ( K ) and assign individuals to genetic clusters independently of spatial sampling .,3
726,What is CLUMPP in sentence: We used CLUMPP 1.1 [59] to average the results of multiple iterations for a given K .,3
727,What is GENELAND in sentence: GENELAND 3.3.0 [60] was used to perform a spatial genetic analysis by integrating geographic and genetic information and to determine the most probable K .,3
728,What is STRUCTURE in sentence: A visual output of the STRUCTURE and GENELAND results was generated using DISTRUCT [61] .,3
729,What is GENELAND in sentence: A visual output of the STRUCTURE and GENELAND results was generated using DISTRUCT [61] .,3
730,What is DISTRUCT in sentence: A visual output of the STRUCTURE and GENELAND results was generated using DISTRUCT [61] .,3
731,What is ARLEQUIN in sentence: Genetic differentiation among clusters containing more than three individuals was quantified by computing pairwise FST using ARLEQUIN .,3
732,"What is ARLEQUIN in sentence: IBD among the four groups of populations and within groups including at least four clusters ( northeast and west ) was tested by comparing pairwise geographic distance ( log transformed ) with pairwise ( FST / [ 1 − FST ] ) and ( RST / [ 1 − RST ] ) using ARLEQUIN and SPAGeDI 1.3 [62] , respectively .",3
733,"What is SPAGeDI in sentence: IBD among the four groups of populations and within groups including at least four clusters ( northeast and west ) was tested by comparing pairwise geographic distance ( log transformed ) with pairwise ( FST / [ 1 − FST ] ) and ( RST / [ 1 − RST ] ) using ARLEQUIN and SPAGeDI 1.3 [62] , respectively .",3
734,What is VIP in sentence: We used VIP ( Vicariance Inference Program ) [63] to localize the main isolating barriers within L . neilli distribution range .,3
735,What is VIP in sentence: VIP uses a phylogenetic tree ( ML tree of the combined dataset ) and direct geographic information data to search for the disjunctions / barriers among sister groups .,2
736,"What is LAGRANGE in sentence: To infer ancestral areas of L . neilli populations and investigate the relative role of vicariance and dispersal in the evolutionary history of this species , we used a dispersal - extinction - cladogenesis ( DEC ) model of range evolution implemented in LAGRANGE [64] .",3
737,"What is BEAST in sentence: This analysis was carried out on the chronogram inferred with BEAST limited to the ten lineages with four geographic areas ( west , centre , north , northeast ) .",3
738,What is DIYABC in sentence: Approximate Bayesian computation implemented in the software DIYABC 1.0.4.45beta [66] was used to infer the evolutionary history of L . neilli combining our mitochondrial and microsatellite datasets .,3
739,What is ENVI in sentence: We performed a maximum likelihood land cover classification using ENVI ( Environment for Visualizing Images ) software ( ITT 2011 ) [40] .,3
740,"What is geo - spatial modeling environment in sentence: 4 , 2010 from Digital Globe , Inc . Spatial analysis was performed utilizing geo - spatial modeling environment ( GME ) software version 0.5.8 beta [41] and Fragstats software version 3.3 [42] .",3
741,"What is Fragstats in sentence: 4 , 2010 from Digital Globe , Inc . Spatial analysis was performed utilizing geo - spatial modeling environment ( GME ) software version 0.5.8 beta [41] and Fragstats software version 3.3 [42] .",3
742,"What is STATA in sentence: Individual and environmental risk factors for Lyme disease : We used general estimating equation models ( XTGEE ) in STATA / SE , version 12.0 ( STATA Corporation , College Station , TX ) to assess the association between personal protective behaviors , age , landscape metrics and individual serological status .",3
743,"What is ArcGIS in sentence: Finally , to determine whether there were spatial relationships among the properties not captured by the measured variables , we evaluated whether the residuals of the model were significantly autocorrelated using the Moran ’ s I test included in the ArcGIS Spatial Statistics toolbox [53] , [54] .",3
744,"What is Spatial Statistics in sentence: Finally , to determine whether there were spatial relationships among the properties not captured by the measured variables , we evaluated whether the residuals of the model were significantly autocorrelated using the Moran ’ s I test included in the ArcGIS Spatial Statistics toolbox [53] , [54] .",9
745,What is ScopeWin in sentence: All processing was performed using ScopeWin and Matlab software .,3
746,What is Matlab in sentence: All processing was performed using ScopeWin and Matlab software .,11
747,"What is SPSS Statistics in sentence: Statistical analysis was performed using the software package SPSS Statistics 24.0.0.0 ( IBM Corp . Armonk , NY , USA ) and statistical significance was defined as p < 0.05 .",3
748,"What is EpiData in sentence: Data were entered in EpiData version 3.1 ( "" The EpiData Association "" Odense , Denmark ) and exported to STATA version 12 ( StataCorp , College Station , Texas 77845 USA ) for analysis . Analysis was by intention - to - treat whereby participants were kept in the groups in which they were randomised and final analysis excluded those with ‘ missing of data ’ about outcomes of interest ( lost to follow up , had abortions ) [29] .",3
749,"What is STATA in sentence: Data were entered in EpiData version 3.1 ( "" The EpiData Association "" Odense , Denmark ) and exported to STATA version 12 ( StataCorp , College Station , Texas 77845 USA ) for analysis . Analysis was by intention - to - treat whereby participants were kept in the groups in which they were randomised and final analysis excluded those with ‘ missing of data ’ about outcomes of interest ( lost to follow up , had abortions ) [29] .",3
750,What is STATA in sentence: The dataset was declared a survey data by using svy - commands in STATA .,3
751,"What is STATA in sentence: Odds Ratios were calculated using random effects , employing the xtmelogit command in STATA because our outcomes were of binary nature .",3
752,"What is STATA in sentence: The generic STATA command was : xtmelogit [ primary outcome ] [ trial arm ] X1 X2 formtok hc level : , covariance ( unstructured ) OR where , X = explanatory variables ; hc level = Health Centre level ; OR = Odds Ratio Only covariates that showed p - values equal ≤ 0.05 were left , then the Odds Ratio , confidence interval and p - value of the treatment arm were reported as adjusted values .",3
753,"What is Visual Basic in sentence: The experimental programs were written and operated with Microsoft ™ Visual Basic ™ 2010 software ( Microsoft Corp . ; Redmond , WA , USA ) .",11
754,"What is Photoshop in sentence: The original pictures were manipulated using Adobe Photoshop software ( Adobe Systems ; San Jose , CA , USA ) and Pixelmator ( Pixelmator Team Ltd . ; Vilnius , Lithuania ) .",3
755,"What is Pixelmator in sentence: The original pictures were manipulated using Adobe Photoshop software ( Adobe Systems ; San Jose , CA , USA ) and Pixelmator ( Pixelmator Team Ltd . ; Vilnius , Lithuania ) .",3
756,What is R in sentence: Data were analysed using a generalised linear mixed model ( GLMM ) in R 3.3.1 [37] using the lme 4 package [38] .,11
757,What is lme 4 in sentence: Data were analysed using a generalised linear mixed model ( GLMM ) in R 3.3.1 [37] using the lme 4 package [38] .,9
758,What is SAS in sentence: Data were analyzed using SAS 9.3 .,3
759,What is geographic information system in sentence: Spatial analysis was integrated using geographic information system software ( GIS 10 ) .,3
760,What is GIS in sentence: Spatial analysis was integrated using geographic information system software ( GIS 10 ) .,3
761,"What is JWatcher in sentence: Fish were filmed for 15 minutes and the behaviour of each sex was analyzed using JWatcher software , which calculates the total time and frequency of each quantified behaviour during this period .",3
762,"What is Digilab in sentence: From these images , ray 4 and ray 6 were measured to the nearest 0.001 mm using Motic Digilab II ( Motic Instruments Inc . , Hong Kong ) .",3
763,What is SPSS in sentence: All statistical analyses were performed using SPSS ( 19.0 ) .,3
764,What is Statistica in sentence: Survival ( up to 165 h ) between large and small fish on the three substrata was compared using Survival Analysis ( Statistica 8.0 ) .,3
765,"What is SAS in sentence: All analyses were performed using the SAS GLM procedure ( Version 9.3 ; SAS Institute , Cary , NC ) .",3
766,What is Stata in sentence: Analyses on participants who agreed to give blood ( n = 1229 ) were carried out using Stata 10.0 .,3
767,"What is Statistical Package for Social Sciences in sentence: The statistical tests were performed using the Statistical Package for Social Sciences ( SPSS ) for Windows ( Version 13.0 , Chicago , IL , USA ) .",3
768,"What is Windows in sentence: The statistical tests were performed using the Statistical Package for Social Sciences ( SPSS ) for Windows ( Version 13.0 , Chicago , IL , USA ) .",5
769,"What is Newbler in sentence: De novo assemblies were created for each isolate , using Roche Newbler package ( v. 2.6 ) , CLC Genomic Workbench 6.5.1 , and SMRT analysis 2.0.1 , for isolates sequenced by 454 , Miseq ™ , and PacBio , respectively .",3
770,"What is CLC Genomic Workbench in sentence: De novo assemblies were created for each isolate , using Roche Newbler package ( v. 2.6 ) , CLC Genomic Workbench 6.5.1 , and SMRT analysis 2.0.1 , for isolates sequenced by 454 , Miseq ™ , and PacBio , respectively .",3
771,"What is SMRT analysis in sentence: De novo assemblies were created for each isolate , using Roche Newbler package ( v. 2.6 ) , CLC Genomic Workbench 6.5.1 , and SMRT analysis 2.0.1 , for isolates sequenced by 454 , Miseq ™ , and PacBio , respectively .",3
772,"What is Prokaryotic Genomes Automatic Annotation Pipeline in sentence: All draft genomes were annotated using NCBI ’ s Prokaryotic Genomes Automatic Annotation Pipeline ( PGAAP [40] , ) .",3
773,"What is GARLI in sentence: Phylogenetic trees were constructed using GARLI [ 41 , 42 ] under the maximum likelihood criterion .",3
774,What is GARLI in sentence: The phylogenetic tree in Fig 2 was constructed using GARLI under the GTR + gamma model of nucleotide evolution .,3
775,"What is Novoalign in sentence: The raw reads of each sample were mapped to the closed reference genome , CFSAN 001339 , using Novoalign V 2.08.02 ( http://www.novocraft.com ) , and the variants were called using SAMtools and stored in a VCF file [43] .",3
776,"What is SAMtools in sentence: The raw reads of each sample were mapped to the closed reference genome , CFSAN 001339 , using Novoalign V 2.08.02 ( http://www.novocraft.com ) , and the variants were called using SAMtools and stored in a VCF file [43] .",3
777,"What is Python in sentence: A custom Python script was used to read through each VCF file and construct a SNP matrix for further phylogenetic analyses , as follows .",11
778,"What is GARLI in sentence: The maximum likelihood ( ML ) tree was constructed using GARLI [41,42] with 200 ML replicates and 1000 bootstrap replicates .",3
779,What is GARLI in sentence: All GARLI analyses were performed with the default parameter settings and the GTR + gamma nucleotide substitution model .,3
780,What is github in sentence: Detailed descriptions of the data analysis pipeline is available [44] as well as github ( see https://github.com/CFSAN-Biostatistics/snp-mutator ) .,2
781,What is Ethovision in sentence: The video fed directly to a desktop computer which used Noldus Ethovision ™ to track the swim - patterns of the fish .,3
782,"What is FlowJo in sentence: Data were analyzed using FlowJo software 10 ( Tree Star , USA ) .",3
783,"What is FlowJo in sentence: Samples were analyzed using a FACS Canto flow cytometer ( Becton Dickinson ) , and data were analyzed using FlowJo software version 10 ( Tree Star , USA ) .",3
784,What is Prism in sentence: Statistical analyses were performed with Graphpad Prism 5.0 ( GraphPad Software Inc . USA ) using two tailed Student ’ s t test with Welch ’ s correction .,3
785,"What is R in sentence: Data analyses were performed using R software ( R Development Core Team , 2010 , version 2.11.1 ) .",11
786,What is SAS in sentence: Statistical analyses were performed using the SAS software package ( version 9.2 ) .,3
787,"What is Fire Weather Indices Calculator in sentence: The meteorological variables were used as input for the Fire Weather Indices Calculator software , developed in the frame of the ALPFFIRS project by WSL ( www.wsl.ch ) , in order to calculate fire weather indices for each day of the time interval considered ( Table 1 ) .",3
788,"What is R in sentence: All model analyses were performed with the R statistical package , version 3.0.2 [48] .",11
789,"What is dismo in sentence: For the Maxent model , we used the ‘ dismo ’ R package ( version 0.8 - 17 ) with the Maxent default settings .",9
790,"What is R in sentence: For the Maxent model , we used the ‘ dismo ’ R package ( version 0.8 - 17 ) with the Maxent default settings .",11
791,What is R in sentence: All statistical tests were run using the R statistical packages version 3.0.2 [48] .,11
792,What is LSM imaging in sentence: 3D reconstructions of serial sections were generated with the same equipment using the LSM imaging software for the 3D deconvolution .,3
793,What is Openlab in sentence: Photomicrographs were collected with a Photometrics CoolSNAP camera and Improvision Openlab software .,3
794,What is Chromeleon in sentence: The concentration of compounds was determined using Chromeleon software .,3
795,"What is ImageJ in sentence: Image acquisitions were performed by an observer blind to the treatment groups using a CCD camera ( Model CFW - 1612C , Scion Corporation , MD , USA ) attached to an Olympus microscope and connected to a MacIntosh computer ( Software : ImageJ , Wayne Rasband , NIH , Bethesda , MD , USA ) .",3
796,"What is Prism in sentence: All statistical analyzes were performed with GraphPad Prism 5.0 for MacOS X ( GraphPad Software Inc , La Jolla CA ) and all data are expressed as mean ± SEM .",3
797,"What is MacOS in sentence: All statistical analyzes were performed with GraphPad Prism 5.0 for MacOS X ( GraphPad Software Inc , La Jolla CA ) and all data are expressed as mean ± SEM .",5
798,"What is tnet in sentence: Network parameters ( clustering coefficient , characteristic path length and number of edges ) were then calculated for each connectivity matrix by using the tnet software [21] .",3
799,What is MATLAB in sentence: All statistical analyses in the present study were performed with MATLAB [23] .,11
800,"What is tnet in sentence: For each thresholded network we then obtained the small - world parameters , namely , the number of edges , the clustering coefficient , and the characteristic path length by using the tnet software [21] .",3
801,"What is tnet in sentence: Subsequently the correlation matrix of each subject was subjected to tnet software [21] , [32] , [33] , which calculated the small - world indices for each individual subject ( for further details see [19] ) .",3
802,What is sensitivity in sentence: Standardized regression coefficients ( SCR ) were calculated using the sensitivity package of the R - project [50] .,9
803,What is R in sentence: Standardized regression coefficients ( SCR ) were calculated using the sensitivity package of the R - project [50] .,11
804,"What is Statistical Package for the Social Sciences in sentence: Statistical analysis was conducted with the Statistical Package for the Social Sciences ( SPSS Inc . Chicago , Illi - nois , USA ) version 21.0 .",3
805,"What is Sightlines DxCG Risk Solutions in sentence: This analysis focuses on the 181,764 beneficiaries who were consistently eligible for benefits over at least 22 months in 2009 and 2010 , who also received DCG codes . ( Sightlines DxCG Risk Solutions V 3.0 , Verisk Health Inc ) Beneficiary age and gender were available .",3
806,"What is ENSEMBLE in sentence: For gene prediction , we used ENSEMBLE transcript ( Sanger Institute ) .",3
807,"What is DS modeling in sentence: The pore structure homology model of the zebrafish Kir 7.1 channel ( residues 40 to 178 ) was created from the template KirBac 1.1 structure using DS modeling software version 1.1 ( Accelrys , http://www.accelrys.com ) .",3
808,"What is pCLAMP in sentence: The channel current was recorded using a patch - clamp amplifier ( Axon 200B ; Axon Instruments , http://www.axon.com ) , low - pass - filtered at 1 kHz ( − 3 dB ) by an eight - pole Bessel filter , digitized by an AD converter ( Digidata ; Axon Instruments ) , and continuously acquired on a computer ( Dell ) with commercially available software ( pCLAMP 9 ; Axon Instruments ) .",3
809,"What is WinEpiscope in sentence: Calculation of sample size per species and sampling area was based on estimated population sizes derived from the regional hunting bags , and performed using WinEpiscope ™ 2.0 software [39] , with the aim of detecting infection and assuming a prevalence of 5 % in each species with 95 % confidence level .",3
810,"What is NCSS in sentence: Statistical analysis , including the calculation of 95 % - confidence intervals for bTB and MTBC prevalence , was performed using NCSS 2007 statistical software ( Version 07.1.15 ; Kaysville , UT , USA ) .",3
811,"What is SAS in sentence: Data were analyzed using multilevel analyses , given the nested nature of the data ( individuals within FSA ) using SAS version 9.4 .",3
812,"What is SPM in sentence: fMRI data were analyzed using SPM 8 ( Wellcome Trust Centre for Neuroimaging , http://www.fil.ion.ucl.ac.uk/spm ) .",3
813,"What is Marsbar in sentence: We defined a hypothalamic region of interest ( with Marsbar [24] , ) by modeling brain activation across all subjects and androstadienone concentrations , and built a region of interest for the cluster of hypothalamic activation ( peak voxel MNI - coordinates : x = 2 , y = − 6 , z = 0 ; volume size = 250 mm 3 ) .",9
814,What is Pickatlas in sentence: The anatomical borders for each area of interest were defined by using overlays generated by the Wake Forest University ( WFU ) Pickatlas [31] toolbox for SPM .,3
815,What is SPM in sentence: The anatomical borders for each area of interest were defined by using overlays generated by the Wake Forest University ( WFU ) Pickatlas [31] toolbox for SPM .,3
816,What is R in sentence: The statistical significance of inter - regional differences was tested using a chi - squared test in R software [112] .,11
817,"What is R in sentence: The Mann - Whitney U Test , conducted in R , was used to identify statistically significant differences between populations .",11
818,"What is Excel in sentence: Data analysis and visualization were performed using Excel and “ R ” , version 3.1.3 .",3
819,"What is R in sentence: Data analysis and visualization were performed using Excel and “ R ” , version 3.1.3 .",11
820,"What is SPSS in sentence: Analyses were performed using SPSS 18.0 ( SPSS Inc . , Chicago , IL , United States ) .",3
821,"What is ImpaxEE in sentence: Paleoradiological evaluation as well as performance of multi - planar reconstructions ( MPR ) was carried out at the Picture Archiving and Communicating System ( ImpaxEE , Agfa HealthCare , Bonn , Germany ) in the Department of Radiology by the first author who is also experienced in paleoradiology and musculoskeletal radiology .",3
822,What is Brainsight in sentence: Position was verified by magnetic resonance imaging with the aid of a Brainsight system ( Rogue Research Inc . ) .,3
823,What is Brainsight in sentence: We confirmed recording location before each recording session using our Brainsight system with structural magnetic resonance images taken before the experiment .,3
824,"What is Brainsight in sentence: We confirmed recording locations by listening for characteristic sounds of white and gray matter during recording , which in all cases matched the loci indicated by the Brainsight system .",3
825,What is Matlab in sentence: Stimuli were controlled by a computer running Matlab ( Mathworks ) with Psychtoolbox [73] and Eyelink Toolbox [74] .,11
826,What is Psychtoolbox in sentence: Stimuli were controlled by a computer running Matlab ( Mathworks ) with Psychtoolbox [73] and Eyelink Toolbox [74] .,9
827,What is Eyelink Toolbox in sentence: Stimuli were controlled by a computer running Matlab ( Mathworks ) with Psychtoolbox [73] and Eyelink Toolbox [74] .,9
828,What is Excel in sentence: The Markov model was built in Excel ; statistical analysis to parameterize the model was undertaken in STATA version 11 .,3
829,What is STATA in sentence: The Markov model was built in Excel ; statistical analysis to parameterize the model was undertaken in STATA version 11 .,3
830,"What is SPSS in sentence: SPSS 22.0 for Windows ( SPSS Inc . , Chicago , IL ) was used for the analyses .",3
831,"What is Windows in sentence: SPSS 22.0 for Windows ( SPSS Inc . , Chicago , IL ) was used for the analyses .",5
832,"What is MATLAB in sentence: All algorithms for analysis , feature extraction and classification were implemented in MATLAB ( Release 2015a ) .",11
833,"What is EEGLAB in sentence: The ICA was computed using the EEGLAB toolbox [29] , which implements an Infomax approach .",3
834,What is EpiInfo in sentence: Data analysis was performed with EpiInfo 3.5.4 and Stata 10 software .,3
835,What is Stata in sentence: Data analysis was performed with EpiInfo 3.5.4 and Stata 10 software .,3
836,What is SAS in sentence: All analyses were conducted using SAS Version 9.4 using survey procedures ( PROC SURVEY REG ) that account for the complex survey design .,3
837,"What is SPSS in sentence: Interrater reliability ( kappa ) was calculated with SPSS version 15.0 ( SPSS Inc , Chicago , Illinois ) , and chi - square analysis of categorical data was performed with JMP version 5.1 ( SAS Institute , Cary , North Carolina ) .",3
838,"What is JMP in sentence: Interrater reliability ( kappa ) was calculated with SPSS version 15.0 ( SPSS Inc , Chicago , Illinois ) , and chi - square analysis of categorical data was performed with JMP version 5.1 ( SAS Institute , Cary , North Carolina ) .",3
839,"What is RIU in sentence: Actigraphs were initialised for each child using an Actigraph Reader Interface Unit ( RIU - 41A ) with RIU software ( version 2.26B , MTI Health Services , http://www.mtifwb.com ) .",3
840,"What is Stata in sentence: All analyses were performed using Stata version 8 ( StataCorp , http://www.stata.com ) .",3
841,What is Stata in sentence: Stata and SPSS software were used .,3
842,What is SPSS in sentence: Stata and SPSS software were used .,3
843,"What is Stata in sentence: Linear regression models were constructed in Stata and used for testing significance ; nonordered exposures with 3 or more groups were entered as fixed covariates applying likelihood ratio tests , and ordered exposures were tested as ordinal covariates on one degree of freedom .",3
844,What is FastQC in sentence: Preliminary quality control of raw reads was carried out with FastQC software v 0.11.2 [89] .,3
845,What is Trimmomatic in sentence: Illumina raw sequences were trimmed using Trimmomatic [90] and PCR primers and Illumina adapter sequences were removed .,3
846,"What is STAR in sentence: Reads which successfully passed trimming were mapped against the Bos taurus UMD 3.1.68 reference genome sequence , using STAR [91] aligner to obtain BAM alignment files .",3
847,What is Samtools in sentence: The BAM files were sorted and indexed using Samtools [92] .,3
848,What is Mirdeep 2 in sentence: Reads which passed the quality control were used for novel small - RNA discovery using Mirdeep 2 [43] .,3
849,What is BLAST in sentence: Absolute positions of novel miRNAs on the bovine reference genome were retrieved by BLAST [95] .,3
850,What is Mirdeep 2 in sentence: Counts of all the known and the novel miRNAs were used to quantify expression levels for each sample using Mirdeep 2 .,3
851,"What is R in sentence: Expression Analysis of mRNAs and miRNAs : Statistical analyses to compare mRNA and miRNA expression profiles were performed using the "" R "" statistical environment edgeR [96] , vegan [97] and gplots [98] packages .",11
852,"What is edgeR in sentence: Expression Analysis of mRNAs and miRNAs : Statistical analyses to compare mRNA and miRNA expression profiles were performed using the "" R "" statistical environment edgeR [96] , vegan [97] and gplots [98] packages .",9
853,"What is vegan in sentence: Expression Analysis of mRNAs and miRNAs : Statistical analyses to compare mRNA and miRNA expression profiles were performed using the "" R "" statistical environment edgeR [96] , vegan [97] and gplots [98] packages .",9
854,"What is gplots in sentence: Expression Analysis of mRNAs and miRNAs : Statistical analyses to compare mRNA and miRNA expression profiles were performed using the "" R "" statistical environment edgeR [96] , vegan [97] and gplots [98] packages .",9
855,"What is edge in sentence: A general linear model was used in the edge R Package to generate lists of mRNAs and miRNAs with statistically significant different expression among the three comparisons : PP vs NN , NP vs NN and PP vs NP .",9
856,"What is R in sentence: A general linear model was used in the edge R Package to generate lists of mRNAs and miRNAs with statistically significant different expression among the three comparisons : PP vs NN , NP vs NN and PP vs NP .",11
857,What is Primer - BLAST in sentence: Primers for Real - time RT - qPCR are listed in Table 7 and were designed using Primer - BLAST ( NCBI ) or deduced by the literature .,3
858,"What is Statistical Package for Social Sciences in sentence: The Pearson correlation coefficient between the two analyses was calculated using IBM Statistical Package for Social Sciences software ( SPSS , ver. 21 ; IMB SPSS Inc . , Chicago , IL , USA ) and differences were considered as statistically significant if the p - Value was < 0.05 .",3
859,"What is SPSS in sentence: The Pearson correlation coefficient between the two analyses was calculated using IBM Statistical Package for Social Sciences software ( SPSS , ver. 21 ; IMB SPSS Inc . , Chicago , IL , USA ) and differences were considered as statistically significant if the p - Value was < 0.05 .",3
860,"What is Ingenuity Pathway Analysis in sentence: Functional Analysis of gene expression data : The RNA - Seq differentially expressed ( DE ) gene lists obtained for each comparison ( PP vs NN , NP vs NN , PP vs NP ) were submitted to the Qiagen Ingenuity Pathway Analysis ( IPA ; Ingenuity Systems Inc . , USA ) .",3
861,"What is IPA in sentence: Functional Analysis of gene expression data : The RNA - Seq differentially expressed ( DE ) gene lists obtained for each comparison ( PP vs NN , NP vs NN , PP vs NP ) were submitted to the Qiagen Ingenuity Pathway Analysis ( IPA ; Ingenuity Systems Inc . , USA ) .",3
862,"What is miRDB in sentence: miRDB software [101] was used with default threshold settings for the initial prediction , based on miRNA - target matching the miRNA seed region and 3 ’ UTR mRNAs .",3
863,What is TargetScan in sentence: Predicted targets of known miRNAs were then analyzed with the TargetScan software v 7.0 [102] .,3
864,"What is miRDB in sentence: Predicted gene targets of the novel miRNAs were obtained only from the miRDB prediction software , because target identification was done directly from the novel miRNA sequences .",3
865,What is STATISTICA in sentence: Statistical analyses were performed using STATISTICA Windows XP version 12 .,3
866,What is Windows in sentence: Statistical analyses were performed using STATISTICA Windows XP version 12 .,5
